Name,Pos,Age,Date of Death,Include,BirthDate,Yrs,From,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Lng,Int,Sk,Yds,Att,Yds,TD,Lng,Rec,Yds,TD,Lng,Tkl,Int,Sk,,,,,,,
Don Samuel,DB-HB,86,11/23/2010,1,2/16/1924,2,1949,1950,0,0,0,0,6,7,21,67,0,13,1,,,39,163,1,31,1,2,0,2,,1,,,,,,,,
Vic Schleich,T,90,6/5/2010,1,4/26/1920,1,1947,1947,0,0,0,0,11,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Dick Schweidler,HB,95,3/18/2010,1,8/18/1914,3,1938,1946,0,0,0,0,19,0,1,0,0,0,0,,,41,166,3,27,4,75,0,21,,1,,,,,,,,
Solly Sherman,QB,93,10/10/2010,1,9/25/1917,2,1939,1940,0,1,0,0,14,3,8,58,1,15,0,,,11,5,0,0,1,42,0,42,,2,,,,,,,,
Stan Skoczen,HB,89,5/7/2010,1,10/12/1920,1,1944,1944,0,0,0,0,1,0,0,0,0,0,0,,,1,0,0,0,0,0,0,0,,,,,,,,,,
Daryle Smith,T,46,2/11/2010,1,1/18/1964,6,1987,1992,0,0,0,11,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Ed Smith,HB-DB,86,5/18/2010,1,7/20/1923,2,1948,1949,0,0,0,0,23,0,0,0,0,0,0,,,43,109,0,11,12,121,0,49,,2,,,,,,,,
Milt Smith,DB-QB,91,8/5/2010,1,7/17/1919,1,1945,1945,0,0,0,0,5,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Gene Spangler,WB-DB,87,12/11/2010,1,12/17/1922,1,1946,1946,0,0,0,0,6,0,0,0,0,0,0,,,1,1,0,1,0,0,0,0,,,,,,,,,,
Al Sparkman,T,83,2/5/2010,1,2/17/1926,2,1948,1949,0,0,0,0,16,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Bill Stanton,DE,86,5/9/2010,1,4/21/1924,1,1949,1949,0,0,0,0,10,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Calvin Stephens,G,42,6/8/2010,1,10/25/1967,1,1992,1992,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Jimmy Tarrant,QB,89,5/17/2010,1,2/18/1921,1,1946,1946,0,0,0,0,4,5,12,95,1,0,0,,,5,-46,0,0,0,0,0,0,,,,,,,,,,
Jack Tatum,DB,61,7/27/2010,1,11/18/1948,10,1971,1980,0,3,9,63,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,37,,,,,,,,
Mosi Tatupu,RB,54,2/23/2010,1,4/26/1955,14,1978,1991,0,1,1,20,199,2,2,30,1,15,0,0,0,612,2415,18,55,96,843,2,41,,,,,,,,,,
Altie Taylor,RB,62,3/14/2010,1,9/29/1947,8,1969,1976,0,0,6,59,102,0,0,0,0,0,0,0,0,1170,4308,24,38,175,1538,6,64,,,,,,,,,,
Cliff Taylor,RB,57,3/23/2010,1,5/10/1952,2,1974,1976,0,0,0,1,21,0,0,0,0,0,0,0,0,23,65,2,17,5,44,0,18,,,,,,,,,,
George Terlep,QB-DB,87,5/17/2010,1,4/12/1923,3,1946,1948,0,0,0,0,35,54,150,652,9,27,19,,,41,44,1,0,0,0,0,0,,1,,,,,,,,
Jim Thaxton,TE-WR,61,8/13/2010,1,1/11/1949,5,1973,1978,0,0,0,6,54,0,0,0,0,0,0,0,0,2,-13,0,0,35,544,5,41,,1,,,,,,,,
Gene Trosch,DE,65,9/7/2010,1,6/7/1945,2,1967,1969,0,0,0,8,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Jim Tyree,E-DE,87,4/16/2010,1,5/30/1922,1,1948,1948,0,0,1,0,12,0,0,0,0,0,0,,,0,0,0,0,13,106,0,32,,,,,,,,,,
Jim Wagstaff,DB,74,9/28/2010,1,6/12/1936,3,1959,1961,0,0,2,13,31,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,9,,,,,,,,
Loyd Wainscott,LB,64,12/5/2010,1,10/26/1946,2,1969,1970,0,0,0,5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Jarvis Williams,DB,45,5/25/2010,1,5/16/1965,7,1988,1994,0,0,7,36,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,555,16,3,,,,,,,
Tom Wittum,P,60,1/22/2010,1,1/11/1950,5,1973,1977,0,2,5,12,70,1,3,15,0,15,0,0,0,3,66,0,63,2,29,0,18,,,,,,,,,,
Red Wolfe,FB,97,5/20/2010,1,6/13/1912,1,1938,1938,0,1,0,0,8,0,0,0,0,0,0,,,15,19,0,0,2,23,0,15,,,,,,,,,,
Jim Wright,G,89,12/28/2010,1,9/12/1921,1,1947,1947,0,0,0,0,12,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
William Yearby,DE,66,12/20/2010,1,7/24/1944,1,1966,1966,0,0,0,3,9,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Dave Ames,HB-DB,72,8/4/2009,1,1/16/1937,1,1961,1961,0,0,0,1,12,0,0,0,0,0,0,,,19,114,0,26,6,20,0,9,,1,,,,,,,,
Ken Anderson,DT,33,4/3/2009,1,10/4/1975,1,1999,1999,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Ernie Barnes,G-T,70,4/27/2009,1,7/15/1938,5,1960,1964,0,0,1,16,43,0,0,0,0,0,0,,,0,2,0,2,0,0,0,0,,,,,,,,,,
Terry Barr,HB-DB-FL,73,5/28/2009,1,8/10/1935,9,1957,1965,0,2,7,37,102,0,3,0,0,0,0,,,32,151,2,37,227,3810,35,80,,5,,,,,,,,
Eddie Bell,DB-LB,78,11/16/2009,1,3/25/1931,5,1955,1960,0,0,4,5,62,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,11,,,,,,,,
George Belotti,C,74,6/15/2009,1,11/29/1934,2,1960,1961,0,0,1,11,20,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Ernie Bonelli,B,90,10/12/2009,1,7/27/1919,2,1945,1946,0,0,0,0,10,0,0,0,0,0,0,,,38,100,0,22,4,35,0,26,,1,,,,,,,,
Fred Borak,DE,96,6/7/2009,1,5/30/1913,1,1938,1938,0,0,0,0,1,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Bob Boyd,E-DB,81,5/14/2009,1,3/7/1928,7,1950,1957,1,1,4,0,79,0,0,0,0,0,0,,,2,-9,0,0,176,3611,28,80,,3,,,,,,,,
Ed Bradley,G,82,12/30/2009,1,10/16/1927,2,1950,1952,0,0,0,0,12,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Pat Brady,QB-K,82,7/14/2009,1,9/7/1926,3,1952,1954,0,0,0,0,36,1,4,14,0,14,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
John Brown,LB-C,87,6/1/2009,1,4/9/1922,3,1947,1949,0,0,0,0,40,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,5,,,,,,,,
Marv Brown,HB,79,12/7/2009,1,8/15/1930,1,1957,1957,0,0,0,0,4,0,0,0,0,0,0,,,2,6,0,3,0,0,0,0,,,,,,,,,,
Bob Brumley,WB,89,3/31/2009,1,9/24/1919,1,1945,1945,0,0,0,0,1,0,0,0,0,0,0,,,5,18,0,4,2,27,0,29,,,,,,,,,,
Cullen Bryant,RB,58,10/13/2009,1,5/20/1951,13,1973,1987,0,0,5,31,153,0,0,0,0,0,0,0,0,849,3264,20,26,148,1176,3,39,,,,,,,,,,
Rick Bryan,DE-DT-NT-LB,47,7/25/2009,1,3/20/1962,9,1984,1993,0,0,6,37,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,29,,,,,,,
Chet Bulger,T,91,2/18/2009,1,9/18/1917,9,1942,1950,0,0,7,0,86,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Mike Bundra,DT,70,8/1/2009,1,6/24/1939,4,1962,1965,0,0,1,17,48,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Don Burke,LB-G,83,8/10/2009,1,2/7/1926,5,1950,1954,0,0,1,0,39,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,1,,,,,,,,
Alex Burl,HB,78,12/6/2009,1,8/8/1931,1,1956,1956,0,0,0,0,8,0,0,0,0,0,0,,,1,2,0,2,2,24,1,19,,,,,,,,,,
Ode Burrell,RB-WR-P,69,2/28/2009,1,9/15/1939,6,1964,1969,0,1,3,22,59,1,1,9,0,9,0,0,0,304,1088,3,63,112,1379,9,52,,,,,,,,,,
Al Campana,DB-HB,83,4/7/2009,1,2/25/1926,4,1950,1953,0,0,3,0,31,0,0,0,0,0,0,,,58,146,1,23,6,61,0,30,,1,,,,,,,,
John Carson,E,79,4/1/2009,1,1/31/1930,7,1954,1960,0,1,5,6,71,0,0,0,0,0,0,,,0,0,0,0,173,2591,15,51,,,,,,,,,,
Ken Casner,DT,79,8/19/2009,1,1/23/1930,1,1952,1952,0,0,1,0,11,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Gus Cifelli,T,83,3/26/2009,1,2/3/1926,5,1950,1954,0,0,4,0,60,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Leon Clarke,E-FL,76,10/5/2009,1,1/10/1933,8,1956,1963,0,1,3,7,79,0,0,0,0,0,0,,,1,-4,0,0,141,2215,18,86,,,,,,,,,,
Monte Clark,T-DT-DE/Coach,72,9/16/2009,1,1/24/1937,11,1959,1969,0,0,10,50,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Marquis Cooper,LB,26,3/1/2009,1,3/11/1982,5,2004,2008,0,0,0,3,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,,,,,,,,,
King Corcoran,QB,65,6/19/2009,1,7/6/1943,1,1968,1968,0,0,0,0,2,3,7,33,0,14,2,,,1,-1,0,-1,0,0,0,0,,,,,,,,,,
Russ Cotton,QB,93,2/7/2009,1,5/24/1915,1,1942,1942,0,0,0,0,11,0,0,0,0,0,0,,,0,0,0,0,2,58,0,41,,1,,,,,,,,
Russ Craft,DB-HB,89,1/12/2009,1,10/15/1919,9,1946,1954,0,2,5,0,100,0,0,0,0,0,0,,,64,231,0,24,12,303,3,70,,22,,,,,,,,
Lou Creekmur,T-G-DG-DT,82,7/5/2009,1,1/22/1927,10,1950,1959,6,8,9,0,116,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Dick Daugherty,G-LB-C,79,3/10/2009,1,3/31/1929,6,1951,1958,0,1,6,0,69,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,2,,,,,,,,
Glenn Davis,WR,74,1/29/2009,1,9/12/1934,2,1960,1961,0,0,0,1,12,0,0,0,0,0,0,,,0,0,0,0,10,132,0,19,,,,,,,,,,
Austin Denney,TE,65,1/20/2009,1,1/2/1944,5,1967,1971,0,0,4,8,50,0,0,0,0,0,0,0,0,2,3,0,4,71,764,3,46,,,,,,,,,,
Bob Dobelstein,G,87,11/13/2009,1,10/27/1922,4,1946,1949,0,0,3,0,41,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,1,,,,,,,,
Joe Domnanovich,C-LB,89,1/20/2009,1,3/18/1919,6,1946,1951,0,0,4,0,67,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,3,,,,,,,,
Al Dorow,QB,80,12/7/2009,1,11/15/1929,7,1954,1962,0,2,3,26,69,572,1207,7708,64,80,93,,,248,1150,16,40,0,0,0,0,,,,,,,,,,
Noble Doss,HB,88,2/15/2009,1,5/22/1920,3,1947,1949,0,0,0,0,24,0,0,0,0,0,0,,,78,253,0,20,10,113,0,30,,2,,,,,,,,
Shane Dronett,DT-DE,38,1/21/2009,1,1/12/1971,10,1992,2001,0,0,5,37,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,3,44,,,,,,,
Paul Duke,C-LB,84,3/24/2009,1,9/24/1924,1,1947,1947,0,0,0,0,10,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Monk Edwards,G-C-T,88,5/19/2009,1,7/19/1920,4,1940,1946,0,0,2,0,41,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Clarence Esser,E,84,6/1/2009,1,5/13/1925,1,1947,1947,0,0,0,0,7,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Sam Etcheverry,QB,79,8/29/2009,1,5/20/1930,2,1961,1962,0,0,2,8,28,154,302,1982,16,78,21,,,41,78,0,44,0,0,0,0,,,,,,,,,,
Leon Fichman,T,88,8/31/2009,1,2/23/1921,2,1946,1947,0,0,0,0,12,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Jerry Fowler,T,68,1/26/2009,1,4/26/1940,1,1964,1964,0,0,0,2,4,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Tony Furst,T,91,9/5/2009,1,4/26/1918,3,1940,1944,0,0,1,0,21,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,1,,,,,,,,
John Gordy,G-T,73,1/30/2009,1,7/17/1935,10,1957,1967,0,3,10,48,134,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Lyle Graham,C,93,2/27/2009,1,10/28/1915,1,1941,1941,0,0,1,0,11,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,2,,,,,,,,
Roger Harding,C-LB,85,1/8/2009,1,6/11/1923,5,1945,1949,0,0,0,0,42,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,3,,,,,,,,
Chris Henry,WR,26,12/17/2009,1,5/17/1983,5,2005,2009,0,0,0,16,55,0,0,0,0,0,0,0,0,0,0,0,0,119,1826,21,73,3,,,,,,,,,
Bill Herchman,DT,75,1/22/2009,1,3/10/1933,7,1956,1962,0,0,4,13,85,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,1,,,,,,,,
Don Herndon,HB,72,1/10/2009,1,6/4/1936,1,1960,1960,0,0,0,1,8,0,0,0,0,0,0,,,0,0,0,0,5,57,1,18,,,,,,,,,,
George Hughes,T-G,83,2/5/2009,1,8/19/1925,5,1950,1954,0,2,5,0,60,0,0,0,0,0,0,,,0,0,0,0,0,2,0,2,,,,,,,,,,
Art Hunter,C-T,76,12/25/2009,1,4/24/1933,11,1954,1965,0,1,9,31,119,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Bobby Jackson,DB,73,10/12/2009,1,1/10/1936,2,1960,1961,0,0,0,6,21,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Tom Janik,DB,69,11/21/2009,1,9/6/1940,9,1963,1971,0,2,6,29,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,25,,,,,,,,
Joe Johnson,E,82,2/15/2009,1,9/15/1926,1,1948,1948,0,0,0,0,11,0,0,0,0,0,0,,,0,0,0,0,19,217,2,23,,,,,,,,,,
Randy Johnson,QB,65,9/17/2009,1,6/17/1944,10,1966,1976,0,0,2,24,75,647,1286,8329,51,82,90,72,602,114,573,10,26,0,0,0,0,,,,,,,,,,
J.J. Jones,QB,57,7/9/2009,1,4/16/1952,1,1975,1975,0,0,0,1,7,16,57,181,1,20,5,7,64,9,59,0,19,0,0,0,0,,,,,,,,,,
Rick Kane,RB,55,12/25/2009,1,11/12/1954,9,1977,1985,0,0,1,16,125,0,0,0,0,0,0,0,0,409,1486,12,35,76,761,2,40,,,,,,,,,,
Mel Kaufman,LB,50,2/7/2009,1,2/24/1958,8,1981,1988,0,0,5,41,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7,18.5,,,,,,,
Jack Kemp,QB,73,5/2/2009,1,7/13/1935,10,1957,1969,2,7,8,70,122,1436,3073,21218,114,94,183,21,187,356,1150,40,28,1,-9,0,0,,,,,,,,,,
Ken Kirk,LB,71,11/16/2009,1,2/26/1938,4,1960,1963,0,0,0,13,44,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Jeff Komlo,QB,52,3/14/2009,1,7/30/1956,4,1979,1983,0,0,1,5,25,218,437,2603,12,46,28,48,431,38,121,2,16,0,0,0,0,,,,,,,,,,
Bob Kowalkowski,G,65,9/17/2009,1,11/5/1943,12,1966,1977,0,0,7,46,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Pat Lahey,E-DE,89,10/18/2009,1,10/21/1919,2,1946,1947,0,0,1,0,26,0,0,0,0,0,0,,,1,-2,0,0,30,351,0,0,,1,,,,,,,,
Francis Laurinaitis,LB,88,9/28/2009,1,12/22/1920,1,1947,1947,0,0,0,0,8,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Dante Lavelli,E-DE,85,1/20/2009,1,2/23/1923,11,1946,1956,0,3,11,0,123,0,0,0,0,0,0,,,2,23,0,14,386,6488,62,72,,,,,,,,,,
Bill Lazetich,WB-DB,93,11/18/2009,1,10/16/1916,2,1939,1942,0,0,0,0,15,0,0,0,0,0,0,,,9,42,1,18,14,109,2,49,,,,,,,,,,
Paul Lea,DT-T,80,5/19/2009,1,2/19/1929,1,1951,1951,0,0,0,0,9,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Bobby Lee,WR,63,4/25/2009,1,8/26/1945,2,1968,1969,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Greg Lens,DT,64,11/18/2009,1,3/11/1945,2,1970,1971,0,0,1,9,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Cotton Letner,LB,72,5/17/2009,1,1/26/1937,1,1961,1961,0,0,0,3,5,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Dale Livingston,K,63,1/5/2009,1,3/12/1945,3,1968,1970,0,0,3,5,38,2,2,15,0,17,0,0,0,3,30,0,18,0,0,0,0,,,,,,,,,,
Joe Lokanc,G,92,3/30/2009,1,3/11/1917,1,1941,1941,0,0,0,0,9,0,0,0,0,0,0,,,0,0,0,0,1,2,0,2,,,,,,,,,,
Dave Lunceford,T-DT,75,5/23/2009,1,5/6/1934,1,1957,1957,0,0,0,0,12,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Earsell Mackbee,DB,68,11/9/2009,1,1/15/1941,5,1965,1969,0,0,4,37,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,15,,,,,,,,
Jesse Mahelona,DT,26,9/5/2009,1,4/7/1983,2,2006,2007,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,,1,,,,,,,
Gil Mains,DT-DE,79,1/10/2009,1,12/17/1929,9,1953,1961,0,0,4,7,85,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Bud Marshall,DT-DE,67,7/16/2009,1,9/12/1941,4,1965,1968,0,0,0,14,48,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
George McAfee,HB-DB,90,3/4/2009,1,3/13/1918,8,1940,1950,1,1,4,0,75,6,22,94,3,44,1,,,341,1685,21,70,85,1359,11,65,,25,,,,,,,,
Chuck McMillan,DB,77,10/2/2009,1,11/16/1931,1,1954,1954,0,0,0,0,6,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Steve McNair,QB,36,7/4/2009,1,2/14/1973,13,1995,2007,0,3,10,100,161,2733,4544,31304,174,87,119,254,1567,669,3590,37,71,1,4,0,4,6,,,,,,,,,
Dale Memmelaar,G-T,72,3/17/2009,1,1/15/1937,9,1959,1967,0,0,3,30,107,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Dick Mesak,T,89,10/8/2009,1,3/1/1920,1,1945,1945,0,0,0,0,6,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Booker Moore,RB,50,9/20/2009,1,6/23/1959,4,1982,1985,0,0,2,6,51,0,0,0,0,0,0,0,0,115,420,1,21,75,423,1,21,,,,,,,,,,
Nelson Munsey,DB,61,7/8/2009,1,7/2/1948,6,1972,1977,0,0,5,26,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7,,,,,,,,
Doyle Nix,DB,75,1/6/2009,1,5/30/1933,5,1955,1961,0,0,5,10,54,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,16,,,,,,,,
Alfred Oglesby,NT-DE-DT,42,9/26/2009,1,1/27/1967,5,1990,1995,0,0,1,11,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,,4,,,,,,,
Jim Owens,E-DE,82,6/6/2009,1,3/6/1927,1,1950,1950,0,0,0,0,9,0,0,0,0,0,0,,,0,0,0,0,19,188,0,43,,1,,,,,,,,
Derrell Palmer,DT-T,86,2/22/2009,1,8/27/1922,8,1946,1953,0,0,3,0,96,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Nick Papac,QB,73,4/18/2009,1,5/18/1935,1,1961,1961,0,0,0,1,14,13,44,173,2,43,7,,,6,28,1,11,0,0,0,0,,,,,,,,,,
Billy Parks,WR,61,7/22/2009,1,1/1/1948,5,1971,1975,0,0,3,20,60,0,0,0,0,0,0,0,0,5,77,0,54,123,1826,7,66,,,,,,,,,,
Howie Parker,BB,83,12/8/2009,1,8/23/1926,1,1948,1948,0,0,0,0,3,0,0,0,0,0,0,,,0,0,0,0,1,17,0,17,,,,,,,,,,
Larry Peace,HB,91,1/12/2009,1,2/13/1917,1,1941,1941,0,0,0,0,7,0,0,0,0,0,0,,,4,2,0,2,0,0,0,0,,,,,,,,,,
Ollie Poole,DE-E,87,6/27/2009,1,4/18/1922,3,1947,1949,0,0,0,0,22,0,0,0,0,0,0,,,0,0,0,0,2,21,0,19,,,,,,,,,,
Dewey Proctor,FB-LB,89,7/2/2009,1,7/1/1920,4,1946,1949,0,0,1,0,25,0,1,0,0,0,0,,,86,280,3,0,6,54,1,4,,1,,,,,,,,
Dave Pureifory,DE-DT,59,3/4/2009,1,7/12/1949,11,1972,1982,0,0,8,51,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,7,,,,,,,
Ray Ramsey,B,88,8/25/2009,1,7/18/1921,7,1947,1953,0,0,4,0,74,0,1,0,0,0,0,,,124,524,2,0,88,1729,14,80,,35,,,,,,,,
Robert Reed,G,66,9/1/2009,1,2/23/1943,1,1965,1965,0,0,0,2,8,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Bobby Robertson,C-HB-DB,91,1/17/2009,1,6/18/1917,1,1942,1942,0,0,1,0,11,1,3,1,0,1,1,,,46,132,0,34,5,61,0,26,,2,,,,,,,,
Gene Roberts,HB-FB,86,7/6/2009,1,1/20/1923,4,1947,1950,0,1,3,0,44,0,1,0,0,0,1,,,499,1904,14,63,64,1135,12,85,,,,,,,,,,
Steve Romanik,QB,85,9/16/2009,1,5/27/1924,5,1950,1954,0,0,0,0,38,179,433,2556,13,54,36,,,27,35,3,10,0,0,0,0,,,,,,,,,,
Karl Rubke,LB-C-DT-DE,73,4/27/2009,1,12/6/1935,12,1957,1968,0,0,6,27,143,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,2,,,,,,,,
Lou Saban,C-B/Coach,87,3/29/2009,1,10/13/1921,4,1946,1949,0,0,0,0,54,0,3,0,0,0,1,,,4,-4,0,0,1,45,0,45,,13,,,,,,,,
Pio Sagapolutele,DT-DE,39,6/7/2009,1,11/28/1969,7,1991,1997,0,0,2,18,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,,7,,,,,,,
Nate Schenker,T,91,2/10/2009,1,1/27/1918,1,1939,1939,0,0,0,0,4,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Don Schneider,HB,86,7/13/2009,1,4/3/1923,1,1948,1948,0,0,0,0,9,0,0,0,0,0,0,,,15,70,0,0,1,14,0,14,,,,,,,,,,
Bill Schroll,LB-FB,83,2/24/2009,1,1/24/1926,3,1949,1951,0,0,2,0,36,0,0,0,0,0,0,,,1,1,0,1,0,0,0,0,,3,,,,,,,,
Eric Scoggins,LB,49,1/9/2009,1,1/23/1959,1,1982,1982,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Charlie Shepard,HB-DB,75,6/23/2009,1,7/11/1933,1,1956,1956,0,0,0,0,12,0,0,0,0,0,0,,,30,91,0,14,1,31,0,16,,,,,,,,,,
Jerry Shipkey,LB-FB-DB,84,11/28/2009,1,10/31/1925,6,1948,1953,2,3,4,0,66,0,0,0,0,0,0,,,109,310,16,16,12,138,0,43,,13,,,,,,,,
Clyde Shugart,G-T,92,7/2/2009,1,12/7/1916,6,1939,1944,0,2,1,0,56,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,1,,,,,,,,
Larry Siemering,C,98,7/27/2009,1,11/24/1910,2,1935,1936,0,0,0,0,22,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Allen Smith,HB,66,1/6/2009,1,10/7/1942,1,1966,1966,0,0,0,0,1,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Bill Smith,T,82,9/6/2009,1,10/23/1926,1,1948,1948,0,0,0,0,12,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Corey Smith,DE,29,3/1/2009,1,10/2/1979,7,2002,2008,0,0,0,6,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,1,8.5,,,,,,,
Ron Snidow,DE-DT,67,5/17/2009,1,12/30/1941,10,1963,1972,1,0,7,47,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,,,,
Bob Soltis,DB,73,6/26/2009,1,4/1/1936,2,1960,1961,0,0,0,6,17,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,2,,,,,,,,
John Stephens,RB,43,9/1/2009,1,2/23/1966,6,1988,1993,0,1,4,23,88,0,1,0,0,0,1,0,0,945,3440,18,52,105,812,1,43,,,,,,,,,,
John Tanner,LB,63,2/5/2009,1,3/8/1945,3,1971,1974,0,0,0,7,40,0,0,0,0,0,0,0,0,0,0,0,0,3,29,1,21,,,,,,,,,,
Bob Titchenal,E-C-LB-DE,91,7/5/2009,1,10/17/1917,5,1940,1947,0,1,2,0,60,0,0,0,0,0,0,,,2,2,0,2,15,264,2,7,,3,,,,,,,,
Stuart Tolle,NT,47,5/31/2009,1,2/7/1962,1,1987,1987,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Clem Turner,RB,64,12/20/2009,1,5/28/1945,4,1969,1972,0,0,0,3,51,0,0,0,0,0,0,0,0,74,270,2,34,21,112,1,17,,,,,,,,,,
T.J. Turner,DE-NT,46,8/24/2009,1,5/16/1963,7,1986,1992,0,0,6,31,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,16,,,,,,,
Jim Urbanek,DT,64,8/24/2009,1,4/8/1945,1,1968,1968,0,0,0,2,8,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
